FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
110904;0000;;;;
110905;0000;;;;
110906;0000;;;;
110907;0000;;;;
110908;0000;;;;
110909;0000;;;;
110910;0000;;;;
110911;0000;;;;
110912;0000;;;;
110913;0000;;;;
110914;0000;;;;
110915;0000;;;;
110916;0000;;;;
110917;0000;;;;
110918;0000;;;;
110919;0000;;;;
110920;0000;;;;
110921;0000;;;;
110922;0000;;;;
110923;0000;;;;
110924;0000;;;;
110925;0000;;;;
110926;0000;;;;
110927;0000;;;;
110928;0000;;;;
110929;0000;;;;
110930;0000;;;;
111001;0000;;;;
111002;0000;;;;
111003;0000;;;;
111004;0000;;;;
111005;0000;;;;
111006;0000;;;;
111007;0000;;;;
111008;0000;;;;
111009;0000;;;;
111010;0000;;;;
111011;0000;;;;
111012;0000;;;;
111013;0000;;;;
111014;0000;;;;
111015;0000;;;;
111016;0000;;;;
111017;0000;;;;
111018;0000;;;;
111019;0000;;;;
111020;0000;;;;
111021;0000;;;;
111022;0000;;;;
111023;0000;;;;
111024;0000;;;;
111025;0000;;;;
111026;0000;;;;
111027;0000;;;;
111028;0000;;;;
111029;0000;;;;
111030;0000;;;;
111031;0000;;;;
111101;0000;;;;
111102;0000;;;;
111103;0000;;;;
111104;0000;;;;
111105;0000;;;;
111106;0000;;;;
111107;0000;;;;
111108;0000;;;;
111109;0000;;;;
111110;0000;;;;
111111;0000;;;;
111112;0000;;;;
111113;0000;;;;
111114;0000;;;;
111115;0000;;;;
111116;0000;;;;
111117;0000;;;;
111118;0000;;;;
111119;0000;;;;
111120;0000;;;;
111121;0000;;;;
111122;0000;;;;
111123;0000;;;;
111124;0000;;;;
111125;0000;;;;
111126;0000;;;;
111127;0000;;;;
111128;0000;;;;
111129;0000;;;;
111130;0000;;;;
111201;0000;;;;
111202;0000;;;;
111203;0000;;;;
111204;0000;;;;
111205;0000;;;;
111206;0000;;;;
111207;0000;;;;
111208;0000;;;;
111209;0000;;;;
111210;0000;;;;
111211;0000;;;;
111212;0000;;;;
111213;0000;;;;
111214;0000;;;;
111215;0000;;;;
111216;0000;;;;
111217;0000;;;;
111218;0000;;;;
111219;0000;;;;
111220;0000;;;;
111221;0000;;;;
111222;0000;;;;
111223;0000;;;;
111224;0000;;;;
111225;0000;;;;
111226;0000;;;;
111227;0000;;;;
111228;0000;;;;
111229;0000;;;;
111230;0000;;;;
111231;0000;;;;
120101;0000;;;;
120102;0000;;;;
120103;0000;;;;
120104;0000;;;;
120105;0000;;;;
120106;0000;;;;
120107;0000;;;;
120108;0000;;;;
120109;0000;;;;
120110;0000;;;;
120111;0000;;;;
120112;0000;;;;
120113;0000;;;;
120114;0000;;;;
120115;0000;;;;
120116;0000;;;;
120117;0000;;;;
120118;0000;;;;
120119;0000;;;;
120120;0000;;;;
120121;0000;;;;
120122;0000;;;;
120123;0000;;;;
120124;0000;;;;
120125;0000;;;;
120126;0000;;;;
120127;0000;;;;
120128;0000;;;;
120129;0000;;;;
120130;0000;;;;
120131;0000;;;;
120201;0000;;;;
120202;0000;;;;
120203;0000;;;;
120204;0000;;;;
120205;0000;;;;
120206;0000;;;;
120207;0000;;;;
120208;0000;;;;
120209;0000;;;;
120210;0000;;;;
120211;0000;;;;
120212;0000;;;;
120213;0000;;;;
120214;0000;;;;
120215;0000;;;;
120216;0000;;;;
120217;0000;;;;
120218;0000;;;;
120219;0000;;;;
120220;0000;;;;
120221;0000;;;;
120222;0000;;;;
120223;0000;;;;
120224;0000;;;;
120225;0000;;;;
120226;0000;;;;
120227;0000;;;;
120228;0000;;;;
120229;0000;;;;
120301;0000;;;;
120302;0000;;;;
120303;0000;;;;
120304;0000;;;;
120305;0000;;;;
120306;0000;;;;
120307;0000;;;;
120308;0000;;;;
120309;0000;;;;
120310;0000;;;;
120311;0000;;;;
120312;0000;;;;
120313;0000;;;;
120314;0000;;;;
120315;0000;;;;
120316;0000;;;;
120317;0000;;;;
120318;0000;;;;
120319;0000;;;;
120320;0000;;;;
120321;0000;;;;
120322;0000;;;;
120323;0000;;;;
120324;0000;;;;
120325;0000;;;;
120326;0000;;;;
120327;0000;;;;
120328;0000;;;;
120329;0000;;;;
120330;0000;;;;
120331;0000;;;;
120401;0000;;;;
120402;0000;;;;
120403;0000;;;;
120404;0000;;;;
120405;0000;;;;
120406;0000;;;;
120407;0000;;;;
120408;0000;;;;
120409;0000;;;;
120410;0000;;;;
120411;0000;;;;
120412;0000;;;;
120413;0000;;;;
120414;0000;;;;
120415;0000;;;;
120416;0000;;;;
120417;0000;;;;
120418;0000;;;;
120419;0000;;;;
120420;0000;;;;
120421;0000;;;;
120422;0000;;;;
120423;0000;;;;
120424;0000;;;;
120425;0000;;;;
120426;0000;;;;
120427;0000;;;;
120428;0000;;;;
120429;0000;;;;
120430;0000;;;;
120501;0000;;;;
120502;0000;;;;
120503;0000;;;;
120504;0000;;;;
120505;0000;;;;
120506;0000;;;;
120507;0000;;;;
120508;0000;;;;
120509;0000;;;;
120510;0000;;;;
120511;0000;;;;
120512;0000;;;;
120513;0000;;;;
120514;0000;;;;
120515;0000;;;;
120516;0000;;;;
120517;0000;;;;
120518;0000;;;;
120519;0000;;;;
120520;0000;;;;
120521;0000;;;;
120522;0000;;;;
120523;0000;;;;
120524;0000;;;;
120525;0000;;;;
120526;0000;;;;
120527;0000;;;;
120528;0000;;;;
120529;0000;;;;
120530;0000;;;;
120531;0000;;;;
120601;0000;;;;
120602;0000;;;;
120603;0000;;;;
120604;0000;;;;
120605;0000;;;;
120606;0000;;;;
120607;0000;;;;
120608;0000;;;;
120609;0000;;;;
120610;0000;;;;
120611;0000;;;;
120612;0000;;;;
120613;0000;;;;
120614;0000;;;;
120615;0000;;;;
120616;0000;;;;
120617;0000;;;;
120618;0000;;;;
120619;0000;;;;
120620;0000;;;;
120621;0000;;;;
120622;0000;;;;
120623;0000;;;;
120624;0000;;;;
120625;0000;;;;
120626;0000;;;;
120627;0000;;;;
120628;0000;;;;
120629;0000;;;;
120630;0000;;;;
120701;0000;;;;
120702;0000;;;;
120703;0000;;;;
120704;0000;;;;
120705;0000;;;;
120706;0000;;;;
120707;0000;;;;
120708;0000;;;;
120709;0000;;;;
120710;0000;;;;
120711;0000;;;;
120712;0000;;;;
120713;0000;;;;
120714;0000;;;;
120715;0000;;;;
120716;0000;;;;
120717;0000;;;;
120718;0000;;;;
120719;0000;;;;
120720;0000;;;;
120721;0000;;;;
120722;0000;;;;
120723;0000;;;;
120724;0000;;;;
120725;0000;;;;
120726;0000;;;;
120727;0000;;;;
120728;0000;;;;
120729;0000;;;;
120730;0000;;;;
120731;0000;;;;
120801;0000;;;;
120802;0000;;;;
120803;0000;;10,9542;;
120804;0000;;17,575;;
120805;0000;;17,3416;;
120806;0000;;16,925;;
120807;0000;;14,3542;;
120808;0000;;23,8875;;
120809;0000;;26,5167;;
120810;0000;;25,5958;;
120811;0000;;17,3667;;
120812;0000;;17,5083;;
120813;0000;;25,75;;
120814;0000;;30,2292;;
120815;0000;;22,0167;;
120816;0000;;14,75;;
120817;0000;;13,5708;;
120818;0000;;8,825;;
120819;0000;;12,8083;;
120820;0000;;16,6708;;
120821;0000;;18,0458;;
120822;0000;;12,2125;;
120823;0000;;7,12499;;
120824;0000;;8,325;;
120825;0000;;10,2809;;
120826;0000;;18,8708;;
120827;0000;;23,9833;;
120828;0000;;26,1083;;
120829;0000;;31,5708;;
120830;0000;;34,35;;
120831;0000;;34,975;;
120901;0000;;27,9;;
120902;0000;;19,5625;;
120903;0000;;17,3041;;
120904;0000;;13,8875;;
120905;0000;;14,0542;;
120906;0000;;13,8208;;
120907;0000;;13,525;;
120908;0000;;16,4292;;
120909;0000;;21,1541;;
120910;0000;;22,5;;
120911;0000;;18,8333;;
120912;0000;;27,7458;;
120913;0000;;22,8292;;
120914;0000;;18,1304;;
120915;0000;;8,89583;;
120916;0000;;8,23332;;
120917;0000;;6,87917;;
120918;0000;;8,09583;;
120919;0000;;8,22607;;
120920;0000;;7,5375;;
120921;0000;;11,125;;
120922;0000;;20,125;;
120923;0000;;11,275;;
120924;0000;;13,05;;
120925;0000;;20,3292;;
120926;0000;;16,7292;;
120927;0000;;11,15;;
120928;0000;;10,0708;;
120929;0000;;10,9167;;
120930;0000;;8,75832;;
121001;0000;;11,6416;;
121002;0000;;10,0125;;
121003;0000;;9,85416;;
121004;0000;;8,57082;;
121005;0000;;14,8042;;
121006;0000;;12,2958;;
121007;0000;;;;
121008;0000;;;;
121009;0000;;9,80415;;
121010;0000;;16,6333;;
121011;0000;;10,6864;;
121012;0000;;17,5208;;
121013;0000;;11,825;;
121014;0000;;7,60833;;
121015;0000;;6,24783;;
121016;0000;;13,7522;;
121017;0000;;16,8652;;
121018;0000;;11,8087;;
121019;0000;;9,54582;;
121020;0000;;7,96249;;
121021;0000;;10,6625;;
121022;0000;;6,00417;;
121023;0000;;7,21666;;
121024;0000;;8,79999;;
121025;0000;;8,12917;;
121026;0000;;7,48749;;
121027;0000;;8,39165;;
121028;0000;;13,3333;;
121029;0000;;14,3;;
121030;0000;;14,9792;;
121031;0000;;9,25832;;
121101;0000;;13,9792;;
121102;0000;;14,0333;;
121103;0000;;10,2125;;
121104;0000;;14,0875;;
121105;0000;;17,375;;
121106;0000;;16,6375;;
121107;0000;;12,3417;;
121108;0000;;7,37916;;
121109;0000;;7,39166;;
121110;0000;;7,61739;;
121111;0000;;13,4956;;
121112;0000;;13,9333;;
121113;0000;;11,5167;;
121114;0000;;8,67915;;
121115;0000;;8,3826;;
121116;0000;;8,60416;;
121117;0000;;9,09999;;
121118;0000;;12,8916;;
121119;0000;;17,7958;;
121120;0000;;13,7458;;
121121;0000;;11,0958;;
121122;0000;;11,1792;;
121123;0000;;11,5292;;
121124;0000;;11,1458;;
121125;0000;;14,0958;;
121126;0000;;13,0333;;
121127;0000;;17,0958;;
121128;0000;;12,1583;;
121129;0000;;8,75833;;
121130;0000;;8,83749;;
121201;0000;;6,32916;;
121202;0000;;5,8875;;
121203;0000;;10,5042;;
121204;0000;;10,8417;;
121205;0000;;7,81304;;
121206;0000;;7,52916;;
121207;0000;;7,81667;;
121208;0000;;13,3;;
121209;0000;;14,4375;;
121210;0000;;8,89166;;
121211;0000;;11,8217;;
121212;0000;;6,68333;;
121213;0000;;10,3136;;
121214;0000;;9,66249;;
121215;0000;;9,34583;;
121216;0000;;8,81665;;
121217;0000;;8,31667;;
121218;0000;;8,41249;;
121219;0000;;8,82916;;
121220;0000;;7,98333;;
121221;0000;;7,83478;;
121222;0000;;8,625;;
121223;0000;;8,54582;;
121224;0000;;6,85416;;
121225;0000;;5,88499;;
121226;0000;;7,77083;;
121227;0000;;12,7583;;
121228;0000;;14,7167;;
121229;0000;;15,4333;;
121230;0000;;13,7667;;
121231;0000;;10,9391;;
130101;0000;;;;
130102;0000;;;;
130103;0000;;;;
130104;0000;;;;
130105;0000;;;;
130106;0000;;;;
130107;0000;;;;
130108;0000;;;;
130109;0000;;;;
130110;0000;;;;
130111;0000;;;;
130112;0000;;;;
130113;0000;;;;
130114;0000;;;;
130115;0000;;;;
130116;0000;;;;
130117;0000;;;;
130118;0000;;;;
130119;0000;;;;
130120;0000;;;;
130121;0000;;;;
130122;0000;;;;
130123;0000;;;;
130124;0000;;;;
130125;0000;;;;
130126;0000;;;;
130127;0000;;;;
130128;0000;;;;
130129;0000;;;;
130130;0000;;;;
130131;0000;;;;
130201;0000;;;;
130202;0000;;;;
130203;0000;;;;
130204;0000;;;;
130205;0000;;;;
130206;0000;;;;
130207;0000;;;;
130208;0000;;;;
130209;0000;;;;
130210;0000;;;;
130211;0000;;;;
130212;0000;;;;
130213;0000;;;;
130214;0000;;;;
130215;0000;;;;
130216;0000;;;;
130217;0000;;;;
130218;0000;;;;
130219;0000;;;;
130220;0000;;;;
130221;0000;;;;
130222;0000;;;;
130223;0000;;;;
130224;0000;;;;
130225;0000;;;;
130226;0000;;;;
130227;0000;;;;
130228;0000;;;;
130301;0000;7,04166;;;
130302;0000;13,0833;;;
130303;0000;18,875;;;
130304;0000;20;;;
130305;0000;11,5833;;;
130306;0000;8,625;;;
130307;0000;14,2917;;;
130308;0000;16,9583;;;
130309;0000;14,5417;;;
130310;0000;12,125;;;
130311;0000;11,5;;;
130312;0000;17,5833;;;
130313;0000;15,7917;;;
130314;0000;13,375;;;
130315;0000;23,4167;;;
130316;0000;25,8333;;;
130317;0000;21,5833;;;
130318;0000;17,125;;;
130319;0000;14,875;;;
130320;0000;12,5833;;;
130321;0000;11,5;;;
130322;0000;17,0417;;;
130323;0000;17,1667;;;
130324;0000;14,625;;;
130325;0000;14,4167;;;
130326;0000;18,2917;;;
130327;0000;22,0417;;;
130328;0000;23,2083;;;
130329;0000;22,625;;;
130330;0000;14,9167;;;
130331;0000;11,3333;;;
130401;0000;10,8571;;;
130402;0000;12,7083;;;
130403;0000;24,5;;;
130404;0000;22;;;
130405;0000;14,8333;;;
130406;0000;11,2083;;;
130407;0000;14,4167;;;
130408;0000;17,8261;;;
130409;0000;15,875;;;
130410;0000;16,2917;;;
130411;0000;9,625;;;
130412;0000;18,875;;;
130413;0000;23,9583;;;
130414;0000;25,5417;;;
130415;0000;28,0435;;;
130416;0000;26,3333;;;
130417;0000;26,4167;;;
130418;0000;20,2083;;;
130419;0000;15,6667;;;
130420;0000;14;;;
130421;0000;11,6667;;;
130422;0000;12,0833;;;
130423;0000;19;;;
130424;0000;23,3043;;;
130425;0000;;;347,458;
130426;0000;;;;
130427;0000;;;;
130428;0000;;;;
130429;0000;;;;
130430;0000;;;;
130501;0000;;;;
130502;0000;;;;
130503;0000;;;;
130504;0000;;;;
130505;0000;;;;
130506;0000;;;;
130507;0000;;;12;
130508;0000;;;9,66666;
130509;0000;19,9167;;;
130510;0000;9,95833;;;
130511;0000;6,66666;;;
130512;0000;7,625;;;
130513;0000;4,79166;;;
130514;0000;10,2917;;;
130515;0000;8,29166;;;
130516;0000;8,08333;;;
130517;0000;18,8333;;;
130518;0000;10,25;;;
130519;0000;11,0833;;;
130520;0000;22,75;;;
130521;0000;23,2083;;;
130522;0000;37,625;;;
130523;0000;38,3333;;;
130524;0000;;;79,0416;
130525;0000;;;144,875;
130526;0000;;;108,667;
130527;0000;;;;
130528;0000;;;;
130529;0000;;;;
130530;0000;;;;
130531;0000;;;;
130601;0000;;;;
130602;0000;;;;
130603;0000;;;;
130604;0000;;;;
130605;0000;23,85;;;
130606;0000;13,5217;;;
130607;0000;;;;
130608;0000;;;;
130609;0000;;;;
130610;0000;;;;
130611;0000;41,9583;;;
130612;0000;39,375;;;
130613;0000;43,7083;;;
130614;0000;42,0416;;;
130615;0000;22,5;;;
130616;0000;19,25;;;
130617;0000;22,4583;;;
130618;0000;12,4167;;;
130619;0000;18,875;;;
130620;0000;14,75;;;
130621;0000;17,5833;;;
130622;0000;34,5;;;
130623;0000;29,0833;;;
130624;0000;22,5417;;;
130625;0000;25,625;;;
130626;0000;25,9167;;;
130627;0000;;;;
130628;0000;;;;
130629;0000;;;;
130630;0000;;;;
130701;0000;;;;
130702;0000;;;;
130703;0000;;;;
130704;0000;;;;
130705;0000;;;;
130706;0000;;;;
130707;0000;;;;
130708;0000;;;;
130709;0000;;;;
130710;0000;;;;
130711;0000;;;;
130712;0000;;;;
130713;0000;;;;
130714;0000;;;;
130715;0000;;;;
130716;0000;;;;
130717;0000;;;;
130718;0000;;;;
130719;0000;;;;
130720;0000;;;;
130721;0000;;;;
130722;0000;;;;
130723;0000;;;;
130724;0000;;;;
130725;0000;;;;
130726;0000;;;;
130727;0000;;;;
130728;0000;;;;
130729;0000;;;;
130730;0000;;;;
130731;0000;;;;
130801;0000;;;;
130802;0000;;;;
130803;0000;;;;
130804;0000;;;;
130805;0000;;;;
130806;0000;;;;
130807;0000;;;;
130808;0000;;;;
130809;0000;;;;
130810;0000;;;;
130811;0000;;;;
130812;0000;;;;
130813;0000;;;;
130814;0000;;;;
130815;0000;;;;
130816;0000;;;;
130817;0000;;;;
130818;0000;;;;
130819;0000;;;;
130820;0000;;;;
130821;0000;;;;
130822;0000;;;;
130823;0000;;;;
130824;0000;;;;
130825;0000;;;;
130826;0000;;;;
130827;0000;;;;
130828;0000;;;;
130829;0000;;;;
130830;0000;;;;
130831;0000;;;;
130901;0000;;;;
130902;0000;;;;
130903;0000;;;;
130904;0000;;;;
130905;0000;;;;
130906;0000;;;;
130907;0000;;;;
130908;0000;;;;
130909;0000;;;;
130910;0000;;;;
130911;0000;;;;
130912;0000;;;;
130913;0000;;;;
130914;0000;;;;
130915;0000;;;;
130916;0000;;;;
130917;0000;;;;
130918;0000;;;;
130919;0000;;;;
130920;0000;;;;
130921;0000;;;;
130922;0000;;;;
130923;0000;;;;
130924;0000;;;;
130925;0000;;;;
130926;0000;;;;
130927;0000;;;;
130928;0000;;;;
130929;0000;;;;
130930;0000;;;;
131001;0000;;;;
131002;0000;;;;
131003;0000;;;;
131004;0000;;;;
131005;0000;;;;
131006;0000;;;;
131007;0000;;;;
131008;0000;;;;
131009;0000;;;;
131010;0000;;;;
131011;0000;;;;
131012;0000;;;;
131013;0000;;;;
131014;0000;;;;
131015;0000;;;;
131016;0000;;;;
131017;0000;;;;
131018;0000;;;;
131019;0000;;;;
131020;0000;;;;
131021;0000;;;;
131022;0000;;;;
131023;0000;;;;
131024;0000;;;;
131025;0000;;;;
131026;0000;;;;
131027;0000;;;;
131028;0000;;;;
131029;0000;;;;
131030;0000;;;;
131031;0000;;;;
131101;0000;;;;
131102;0000;;;;
131103;0000;;;;
131104;0000;;;;
131105;0000;;;;
131106;0000;;;;
131107;0000;;;;
131108;0000;;;;
131109;0000;;;;
131110;0000;;;;
131111;0000;;;;
131112;0000;;;;
131113;0000;;;;
131114;0000;;;;
131115;0000;;;;
131116;0000;;;;
131117;0000;;;;
131118;0000;;;;
131119;0000;;;;
131120;0000;;;;
131121;0000;;;;
131122;0000;;;;
131123;0000;;;;
131124;0000;;;;
131125;0000;;;;
131126;0000;;;;
131127;0000;;;;
131128;0000;;;;
131129;0000;;;;
131130;0000;;;;
131201;0000;;;;
131202;0000;;;;
131203;0000;;;;
131204;0000;;;;
131205;0000;;;;
131206;0000;;;;
131207;0000;;;;
131208;0000;;;;
131209;0000;;;;
131210;0000;;;;
131211;0000;;;;
131212;0000;;;;
131213;0000;;;;
131214;0000;;;;
131215;0000;;;;
131216;0000;;;;
131217;0000;;;;
131218;0000;;;;
131219;0000;;;;
131220;0000;;;;
131221;0000;;;;
131222;0000;;;;
131223;0000;;;;
131224;0000;;;;
131225;0000;;;;
131226;0000;;;;
131227;0000;;;;
131228;0000;;;;
131229;0000;;;;
131230;0000;;;;
131231;0000;;;;
140101;0000;;;;
140102;0000;;;;
140103;0000;;;;
140104;0000;;;;
140105;0000;;;;
140106;0000;;;;
140107;0000;;;;
140108;0000;;;;
140109;0000;;;;
140110;0000;;;;
140111;0000;;;;
140112;0000;;;;
140113;0000;;;;
140114;0000;;;;
140115;0000;;;;
140116;0000;;;;
140117;0000;;;;
140118;0000;;;;
140119;0000;;;;
140120;0000;;;;
140121;0000;;;;
140122;0000;;;;
140123;0000;;;;
140124;0000;;;;
140125;0000;;;;
140126;0000;;;;
140127;0000;;;;
140128;0000;;;;
140129;0000;;;;
140130;0000;;;;
140131;0000;;;;
140201;0000;;;;
140202;0000;;;;
140203;0000;;;;
140204;0000;;;;
140205;0000;;;;
140206;0000;;;;
140207;0000;;;;
140208;0000;;;;
140209;0000;;;;
140210;0000;;;;
140211;0000;;;;
140212;0000;;;;
140213;0000;;;;
140214;0000;;;;
140215;0000;;;;
140216;0000;;;;
140217;0000;;;;
140218;0000;;;;
140219;0000;;;;
140220;0000;;;;
140221;0000;;;;
140222;0000;;;;
140223;0000;;;;
140224;0000;;;;
140225;0000;;;;
140226;0000;;;;
140227;0000;;;;
140228;0000;;;;
140301;0000;;;;
140302;0000;;;;
140303;0000;;;;
140304;0000;;;;
140305;0000;;;;
140306;0000;;;;
140307;0000;;;;
140308;0000;;;;
140309;0000;;;;
140310;0000;;;;
140311;0000;;;;
140312;0000;;;;
140313;0000;;;;
140314;0000;;;;
140315;0000;;;;
140316;0000;;;;
140317;0000;;;;
140318;0000;;;;
140319;0000;;;;
140320;0000;;;;
140321;0000;;;;
140322;0000;;;;
140323;0000;;;;
140324;0000;;;;
140325;0000;;;;
140326;0000;;;;
140327;0000;;;;
140328;0000;;;;
140329;0000;;;;
140330;0000;;;;
140331;0000;;;;
140401;0000;;;;
140402;0000;;;;
140403;0000;;;;
140404;0000;;;;
140405;0000;;;;
140406;0000;;;;
140407;0000;;;;
140408;0000;;;;
140409;0000;;;;
140410;0000;;;;
140411;0000;;;;
140412;0000;;;;
140413;0000;;;;
140414;0000;;;;
140415;0000;;;;
140416;0000;;;;
140417;0000;;;;
140418;0000;;;;
140419;0000;;;;
140420;0000;;;;
140421;0000;;;;
140422;0000;;;;
140423;0000;;;;
140424;0000;;;;
140425;0000;;;;
140426;0000;;;;
140427;0000;;;;
140428;0000;;;;
140429;0000;;;;
140430;0000;;;;
140501;0000;;;;
140502;0000;;;;
140503;0000;;;;
140504;0000;;;;
140505;0000;;;;
140506;0000;;;;
140507;0000;;;;
140508;0000;;;;
140509;0000;;;;
140510;0000;;;;
140511;0000;;;;
140512;0000;;;;
140513;0000;;;;
140514;0000;28,5;;;
140515;0000;23,4286;;;
140516;0000;7,33333;;;
140517;0000;21,875;;;
140518;0000;15,7083;;;
140519;0000;13,8333;;;
140520;0000;8,69565;;;
140521;0000;9,70833;;;
140522;0000;8,75;;;
140523;0000;16,7143;;;
140524;0000;18,25;;;
140525;0000;15,9583;;;
140526;0000;17,9167;;;
140527;0000;18,1667;;;
140528;0000;19,0833;;;
140529;0000;13,9583;;;
140530;0000;13,7917;;;
140531;0000;12;;;
140601;0000;21,9167;;;
140602;0000;7,875;;;
140603;0000;5,58333;;;
140604;0000;;;;
140605;0000;14,5555;;;
140606;0000;;;;
140607;0000;7,20833;;;
140608;0000;6,79166;;;
140609;0000;20,8333;;;
140610;0000;19,0909;;;
140611;0000;;;;
140612;0000;10,625;;;
140613;0000;28,4348;;;
140614;0000;37,4166;;;
140615;0000;36,9583;;;
140616;0000;42,8095;;;
140617;0000;36,1818;;;
140618;0000;34,25;;;
140619;0000;31,4583;;;
140620;0000;32,5416;;;
140621;0000;27,2917;;;
140622;0000;20,0833;;;
140623;0000;32,0416;;;
140624;0000;28,3333;;;
140625;0000;32,8182;;;
140626;0000;27,9583;;;
140627;0000;39,25;;;
140628;0000;40,5416;;;
140629;0000;32,4583;;;
140630;0000;48,125;;;
140701;0000;;;48,5;
140702;0000;;;15,4167;
140703;0000;11,5;;;
140704;0000;9,20833;;;
140705;0000;6,875;;;
140706;0000;10,7083;;;
140707;0000;14,8333;;;
140708;0000;12,0833;;;
140709;0000;21,7083;;;
140710;0000;14,1667;;;
140711;0000;14,5417;;;
140712;0000;13,1667;;;
140713;0000;13,0417;;;
140714;0000;7,75;;;
140715;0000;8,875;;;
140716;0000;8,16666;;;
140717;0000;12,75;;;
140718;0000;14,0833;;;
140719;0000;10,3333;;;
140720;0000;10,75;;;
140721;0000;9,29166;;;
140722;0000;7;;;
140723;0000;7,29166;;;
140724;0000;6,29166;;;
140725;0000;12,2917;;;
140726;0000;12,6667;;;
140727;0000;12,7917;;;
140728;0000;12,5454;;;
140729;0000;8,875;;;
140730;0000;15,7917;;;
140731;0000;14,875;;;
140801;0000;15,5833;;;
140802;0000;10,75;;;
140803;0000;9,33333;;;
140804;0000;12,2083;;;
140805;0000;13,375;;;
140806;0000;9,75;;;
140807;0000;7,83333;;;
140808;0000;16,625;;;
140809;0000;12,4583;;;
140810;0000;11,4167;;;
140811;0000;6;;;
140812;0000;7,91666;;;
140813;0000;8,08333;;;
140814;0000;14,2083;;;
140815;0000;17,5417;;;
140816;0000;26,2083;;;
140817;0000;14,7083;;;
140818;0000;9,45833;;;
140819;0000;10,2083;;;
140820;0000;11,4167;;;
140821;0000;11,5417;;;
140822;0000;13,2917;;;
140823;0000;9;;;
140824;0000;8,5;;;
140825;0000;6,83333;;;
140826;0000;9,58333;;;
140827;0000;10,8333;;;
140828;0000;10,5417;;;
140829;0000;10,1739;;;
140830;0000;7,95833;;;
140831;0000;10,625;;;
140901;0000;8,58333;;;
140902;0000;8,375;;;
140903;0000;14,5417;;;
140904;0000;11,4167;;;
140905;0000;6,41666;;;
140906;0000;8,54166;;;
140907;0000;7,25;;;
140908;0000;7,79166;;;
140909;0000;6,125;;;
140910;0000;8,08333;;;
140911;0000;9;;;
140912;0000;10,25;;;
140913;0000;12,9583;;;
140914;0000;12,4167;;;
140915;0000;12,3333;;;
140916;0000;10,5;;;
140917;0000;11,75;;;
140918;0000;13,9583;;;
140919;0000;13,7083;;;
140920;0000;13,8333;;;
140921;0000;12,875;;;
140922;0000;20,2174;;;
140923;0000;10,2083;;;
140924;0000;12,5;;;
140925;0000;11,8333;;;
140926;0000;9,29166;;;
140927;0000;6,125;;;
140928;0000;7,41666;;;
140929;0000;5,33333;;;
140930;0000;5,66666;;;
141001;0000;9,25;;;
141002;0000;9,09999;;;
141003;0000;9,66666;;;
141004;0000;5,875;;;
141005;0000;8,375;;;
141006;0000;8,66666;;;
141007;0000;7,91666;;;
141008;0000;4,91666;;;
141009;0000;5,54166;;;
141010;0000;5,33333;;;
141011;0000;8,20833;;;
141012;0000;8,125;;;
141013;0000;8,54166;;;
141014;0000;9,125;;;
141015;0000;12,5;;;
141016;0000;6,70833;;;
141017;0000;4,20833;;;
141018;0000;7,54166;;;
141019;0000;6,70833;;;
141020;0000;8,66666;;;
141021;0000;8;;;
141022;0000;9,58333;;;
141023;0000;13,625;;;
141024;0000;12,625;;;
141025;0000;10,9167;;;
141026;0000;9,125;;;
141027;0000;9,875;;;
141028;0000;11,2917;;;
141029;0000;6,04166;;;
141030;0000;8;;;
141031;0000;6,74358;;;
141101;0000;7,42837;;;
141102;0000;6,72433;;;
141103;0000;6,89216;;;
141104;0000;8,12036;;;
141105;0000;7,95107;;;
141106;0000;7,34212;;;
141107;0000;7,2092;;;
141108;0000;9,67044;;;
141109;0000;9,81615;;;
141110;0000;6,43866;;;
141111;0000;6,59003;;;
141112;0000;9,58144;;;
141113;0000;10,3047;;;
141114;0000;9,6702;;;
141115;0000;11,1185;;;
141116;0000;14,3046;;;
141117;0000;8,57498;;;
141118;0000;7,99109;;;
141119;0000;7,11753;;;
141120;0000;6,4662;;;
141121;0000;6,60545;;;
141122;0000;10,5016;;;
141123;0000;6,6469;;;
141124;0000;7,45772;;;
141125;0000;10,2505;;;
141126;0000;7,20403;;;
141127;0000;9,68607;;;
141128;0000;6,55504;;;
141129;0000;10,3195;;;
141130;0000;5,47926;;;
141201;0000;6,06783;;;
141202;0000;5,84332;;;
141203;0000;10,4449;;;
141204;0000;11,8324;;;
141205;0000;8,00302;;;
141206;0000;7,11574;;;
141207;0000;7,41769;;;
141208;0000;10,8292;;;
141209;0000;8,9124;;;
141210;0000;7,74216;;;
141211;0000;9,59186;;;
141212;0000;8,89581;;;
141213;0000;8,7782;;;
141214;0000;11,7086;;;
141215;0000;7,73036;;;
141216;0000;9,65407;;;
141217;0000;10,1713;;;
141218;0000;13,2326;;;
141219;0000;;;;
141220;0000;;;;
141221;0000;;;;
141222;0000;;;;
141223;0000;;;;
141224;0000;;;;
141225;0000;;;;
141226;0000;;;;
141227;0000;;;;
141228;0000;;;;
141229;0000;;;;
141230;0000;;;;
141231;0000;10,9386;;;
150101;0000;15,3333;;;
150102;0000;11,375;;;
150103;0000;12,1667;;;
150104;0000;13,9167;;;
150105;0000;14,375;;;
150106;0000;10,0833;;;
150107;0000;10,5833;;;
