FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
040922;0000;;51,3416;;
040923;0000;;57,9374;;
040924;0000;;48,4182;;
040925;0000;;41,5958;;
040926;0000;;22,7333;;
040927;0000;;24,5478;;
040928;0000;;49,5249;;
040929;0000;;43,5541;;
040930;0000;;65,7726;;
041001;0000;;47,4583;;
041002;0000;;40,5583;;
041003;0000;;25,1708;;
041004;0000;;22,8541;;
041005;0000;;14,9583;;
041006;0000;;20,7;;
041007;0000;;23,2333;;
041008;0000;;28,7875;;
041009;0000;;28,7;;
041010;0000;;;;
041011;0000;;;;
041012;0000;;;;
041013;0000;;;;
041014;0000;;15,1042;;
041015;0000;;29,8416;;
041016;0000;;30,5375;;
041017;0000;;21,8208;;
041018;0000;;49,3583;;
041019;0000;;39,1375;;
041020;0000;;23,1917;;
041021;0000;;20,1458;;
041022;0000;;33,0333;;
041023;0000;;40,9417;;
041024;0000;;25,2708;;
041025;0000;;23,5625;;
041026;0000;;32,7333;;
041027;0000;;;;
041028;0000;;;;
041029;0000;;;;
041030;0000;;46,0166;;
041031;0000;;55,6499;;
041101;0000;;38,9208;;
041102;0000;;38,0791;;
041103;0000;;35,8749;;
041104;0000;;59,2541;;
041105;0000;;55,6291;;
041106;0000;;49,4583;;
041107;0000;;29,5;;
041108;0000;;31,4916;;
041109;0000;;35,2833;;
041110;0000;;43,1708;;
041111;0000;;34,7916;;
041112;0000;;25,1292;;
041113;0000;;19,5208;;
041114;0000;;28,2875;;
041115;0000;;32,5083;;
041116;0000;;48,5999;;
041117;0000;;39,6318;;
041118;0000;;28,85;;
041119;0000;;40,7582;;
041120;0000;;41,5833;;
041121;0000;;19,2458;;
041122;0000;;31,1416;;
041123;0000;;25,4625;;
041124;0000;;28,4625;;
041125;0000;;34,4083;;
041126;0000;;35,2125;;
041127;0000;;41,7166;;
041128;0000;;37,0333;;
041129;0000;;36,6541;;
041130;0000;;28,3708;;
041201;0000;;26,7166;;
041202;0000;;47,0624;;
041203;0000;;34,2583;;
041204;0000;;35,3916;;
041205;0000;;36,3458;;
041206;0000;;43,3583;;
041207;0000;;44,0624;;
041208;0000;;43,5666;;
041209;0000;;32,2541;;
041210;0000;;45,2291;;
041211;0000;;49,5208;;
041212;0000;;51,8707;;
041213;0000;;48,7291;;
041214;0000;;41,7999;;
041215;0000;;35,8458;;
041216;0000;;48,2416;;
041217;0000;;39,8541;;
041218;0000;;34,8833;;
041219;0000;;38,1292;;
041220;0000;;41,8583;;
041221;0000;;37,9874;;
041222;0000;;41,6416;;
041223;0000;;32,1;;
041224;0000;;45,0041;;
041225;0000;;40,5499;;
041226;0000;;26,15;;
041227;0000;;32,0125;;
041228;0000;;29,013;;
041229;0000;;44,4249;;
041230;0000;;34,5958;;
041231;0000;;32,0875;;
050101;0000;;37,4166;;
050102;0000;;51,85;;
050103;0000;;64,2166;;
050104;0000;;28,0166;;
050105;0000;;38,8166;;
050106;0000;;59,2166;;
050107;0000;;48,8708;;
050108;0000;;42,5916;;
050109;0000;;73,629;;
050110;0000;;59,6041;;
050111;0000;;53,9291;;
050112;0000;;55,8958;;
050113;0000;;64,5833;;
050114;0000;;36,1625;;
050115;0000;;47,6749;;
050116;0000;;39,3333;;
050117;0000;;30,8125;;
050118;0000;;32,2908;;
050119;0000;;43,5958;;
050120;0000;;37,2999;;
050121;0000;;31,6708;;
050122;0000;;34,7374;;
050123;0000;;;;
050124;0000;;;;
050125;0000;;;;
050126;0000;;;;
050127;0000;;;;
050128;0000;;51,8832;;
050129;0000;;30,65;;
050130;0000;;33,5958;;
050131;0000;;66,7915;;
050201;0000;;73,2749;;
050202;0000;;50,4958;;
050203;0000;;45,2416;;
050204;0000;;71,3499;;
050205;0000;;55,1791;;
050206;0000;;49,4625;;
050207;0000;;43,9041;;
050208;0000;;42,9083;;
050209;0000;;36,0565;;
050210;0000;;36,3041;;
050211;0000;;26,275;;
050212;0000;;24,1541;;
050213;0000;;36,6708;;
050214;0000;;37,7958;;
050215;0000;;34,8333;;
050216;0000;;34,6749;;
050217;0000;;34,1541;;
050218;0000;;45,8416;;
050219;0000;;47,4416;;
050220;0000;;38,9541;;
050221;0000;;40,5166;;
050222;0000;;56,8044;;
050223;0000;;47,4624;;
050224;0000;;54,7083;;
050225;0000;;52,7;;
050226;0000;;56,3458;;
050227;0000;;36,1166;;
050228;0000;;35,4291;;
050301;0000;;41,9749;;
050302;0000;;46,7416;;
050303;0000;;39,9708;;
050304;0000;;73,7832;;
050305;0000;;71,2374;;
050306;0000;;47,4083;;
050307;0000;;30,5125;;
050308;0000;;42,7083;;
050309;0000;;60,7333;;
050310;0000;;51,5707;;
050311;0000;;53,9083;;
050312;0000;;40,4125;;
050313;0000;;38,225;;
050314;0000;;27,4833;;
050315;0000;;36,6874;;
050316;0000;;41,1124;;
050317;0000;;50,6708;;
050318;0000;;54,5166;;
050319;0000;;58,3374;;
050320;0000;;33,65;;
050321;0000;;40,975;;
050322;0000;;51,3541;;
050323;0000;;52,2499;;
050324;0000;;60,7791;;
050325;0000;;47,2208;;
050326;0000;;26,4417;;
050327;0000;;36,4541;;
050328;0000;;61,7;;
050329;0000;;76,3999;;
050330;0000;;52,6708;;
050331;0000;;51,8832;;
050401;0000;;60,6416;;
050402;0000;;54,9083;;
050403;0000;;59,9332;;
050404;0000;;62,1207;;
050405;0000;;43,1791;;
050406;0000;;55,1374;;
050407;0000;;54,025;;
050408;0000;;49,6249;;
050409;0000;;51,6666;;
050410;0000;;40,1583;;
050411;0000;;42,3624;;
050412;0000;;44,0624;;
050413;0000;;45,5499;;
050414;0000;;52,5499;;
050415;0000;;83,7791;;
050416;0000;;70,1499;;
050417;0000;;57,7374;;
050418;0000;;66,9208;;
050419;0000;;87,5498;;
050420;0000;;69,6665;;
050421;0000;;68,8457;;
050422;0000;;70,0499;;
050423;0000;;86,3915;;
050424;0000;;86,2749;;
050425;0000;;79,6707;;
050426;0000;;56,5499;;
050427;0000;;60,9416;;
050428;0000;;51,1916;;
050429;0000;;62,1458;;
050430;0000;;57,2999;;
050501;0000;;41,4583;;
050502;0000;;41,9458;;
050503;0000;;27,8625;;
050504;0000;;27,6125;;
050505;0000;;22,9417;;
050506;0000;;50,0791;;
050507;0000;;55,8457;;
050508;0000;;38,6791;;
050509;0000;;40,1166;;
050510;0000;;34,2;;
050511;0000;;45,8916;;
050512;0000;;47,0208;;
050513;0000;;29,2125;;
050514;0000;;25,0208;;
050515;0000;;23,6917;;
050516;0000;;26,9708;;
050517;0000;;38,4583;;
050518;0000;;27,7166;;
050519;0000;;32,2999;;
050520;0000;;22,8958;;
050521;0000;;46,6208;;
050522;0000;;32,7916;;
050523;0000;;27,125;;
050524;0000;;35,1957;;
050525;0000;;68,7332;;
050526;0000;;71,2958;;
050527;0000;;73,3333;;
050528;0000;;70,3958;;
050529;0000;;35,6541;;
050530;0000;;61,075;;
050531;0000;;73,5125;;
050601;0000;;59,2083;;
050602;0000;;56,2125;;
050603;0000;;31,95;;
050604;0000;;37,325;;
050605;0000;;57,4791;;
050606;0000;;55,1416;;
050607;0000;;72,7791;;
050608;0000;;72,4695;;
050609;0000;;67,8207;;
050610;0000;;39,0666;;
050611;0000;;19,9708;;
050612;0000;;38,6791;;
050613;0000;;45,7749;;
050614;0000;;42,2874;;
050615;0000;;30,3625;;
050616;0000;;24,4541;;
050617;0000;;45,6208;;
050618;0000;;31,3458;;
050619;0000;;35,3166;;
050620;0000;;33,9249;;
050621;0000;;27,1333;;
050622;0000;;41,9125;;
050623;0000;;37,3541;;
050624;0000;;60,1749;;
050625;0000;;39,0875;;
050626;0000;;46,3458;;
050627;0000;;28,9875;;
050628;0000;;20,425;;
050629;0000;;37,0708;;
050630;0000;;27,6416;;
050701;0000;;31,9375;;
050702;0000;;24,6666;;
050703;0000;;35,825;;
050704;0000;;29,8869;;
050705;0000;;54,7874;;
050706;0000;;44,1583;;
050707;0000;;38,4249;;
050708;0000;;32,1041;;
050709;0000;;48,9374;;
050710;0000;;45,0624;;
050711;0000;;50,3958;;
050712;0000;;43,2208;;
050713;0000;;37,7458;;
050714;0000;;16,7666;;
050715;0000;;24,3304;;
050716;0000;;34,5375;;
050717;0000;;33,7333;;
050718;0000;;43,075;;
050719;0000;;57,4478;;
050720;0000;;58,0374;;
050721;0000;;41,9125;;
050722;0000;;61,1874;;
050723;0000;;65,3833;;
050724;0000;;64,7623;;
050725;0000;;65,0291;;
050726;0000;;52,7333;;
050727;0000;;;;
050728;0000;;;;
050729;0000;;48,8291;;
050730;0000;;35,2875;;
050731;0000;;32,9083;;
050801;0000;;59,3782;;
050802;0000;;52,7625;;
050803;0000;;;;
050804;0000;;;;
050805;0000;;18,8958;;
050806;0000;;20,8125;;
050807;0000;;39,3749;;
050808;0000;;53,6666;;
050809;0000;;57,2749;;
050810;0000;;78,3749;;
050811;0000;;65,5833;;
050812;0000;;52,2374;;
050813;0000;;28,625;;
050814;0000;;18,5791;;
050815;0000;;26,5958;;
050816;0000;;32,2958;;
050817;0000;;30,9583;;
050818;0000;;43,3347;;
050819;0000;;26,4375;;
050820;0000;;21,1667;;
050821;0000;;20,0708;;
050822;0000;;27,7291;;
050823;0000;;23,7542;;
050824;0000;;38,5666;;
050825;0000;;28,4666;;
050826;0000;;31,3208;;
050827;0000;;11,375;;
050828;0000;;11,2792;;
050829;0000;;19,0083;;
050830;0000;;23,3458;;
050831;0000;;29,3666;;
050901;0000;;26,875;;
050902;0000;;30,6416;;
050903;0000;;26,2833;;
050904;0000;;19,5541;;
050905;0000;;35,8833;;
050906;0000;;33,8762;;
050907;0000;;37,7374;;
050908;0000;;37,1041;;
050909;0000;;31,8541;;
050910;0000;;26,6958;;
050911;0000;;39,4249;;
050912;0000;;31,5708;;
050913;0000;;34,0666;;
050914;0000;;38,0333;;
050915;0000;;42,9249;;
050916;0000;;49,2416;;
050917;0000;;38,2374;;
050918;0000;;35,6208;;
050919;0000;;18,8708;;
050920;0000;;28,0291;;
050921;0000;;26,3956;;
050922;0000;;25,8875;;
050923;0000;;28,4125;;
050924;0000;;36,0458;;
050925;0000;;31,6541;;
050926;0000;;27,7208;;
050927;0000;;29,1791;;
050928;0000;;20,6958;;
050929;0000;;19,0375;;
050930;0000;;30,0458;;
051001;0000;;32,6124;;
051002;0000;;20,5;;
051003;0000;;19,3416;;
051004;0000;;16,225;;
051005;0000;;25,7041;;
051006;0000;;29,9375;;
051007;0000;;35,0333;;
051008;0000;;47,0999;;
051009;0000;;32,0666;;
051010;0000;;14,975;;
051011;0000;;20,9541;;
051012;0000;;31,1348;;
051013;0000;;36,8791;;
051014;0000;;44,2333;;
051015;0000;;27,8167;;
051016;0000;;32,525;;
051017;0000;;37,0583;;
051018;0000;;54,3583;;
051019;0000;;42,6458;;
051020;0000;;33,025;;
051021;0000;;30,9916;;
051022;0000;;44,3041;;
051023;0000;;39,2916;;
051024;0000;;26,675;;
051025;0000;;28,5833;;
051026;0000;;32,3333;;
051027;0000;;28,2333;;
051028;0000;;29,65;;
051029;0000;;37,1833;;
051030;0000;;36,7541;;
051031;0000;;50,9874;;
051101;0000;;33,1791;;
051102;0000;;24,7416;;
051103;0000;;35,0391;;
051104;0000;;60,5624;;
051105;0000;;48,7999;;
051106;0000;;32,3749;;
051107;0000;;27,0583;;
051108;0000;;28,875;;
051109;0000;;26,8916;;
051110;0000;;39,5624;;
051111;0000;;;;
051112;0000;;;;
051113;0000;;20,3916;;
051114;0000;;19,8;;
051115;0000;;28,7125;;
051116;0000;;30,0708;;
051117;0000;;46,7791;;
051118;0000;;29,625;;
051119;0000;;29,5083;;
051120;0000;;27,25;;
051121;0000;;22,9333;;
051122;0000;;16,35;;
051123;0000;;13,75;;
051124;0000;;24,4333;;
051125;0000;;44,6958;;
051126;0000;;31,6541;;
051127;0000;;18,4833;;
051128;0000;;25,6791;;
051129;0000;;31,3708;;
051130;0000;;37,7583;;
051201;0000;;38,2583;;
051202;0000;;26,3583;;
051203;0000;;25,7041;;
051204;0000;;17,2416;;
051205;0000;;25,5833;;
051206;0000;;34,7916;;
051207;0000;;22,2083;;
051208;0000;;28,9041;;
051209;0000;;33,0458;;
051210;0000;;46,2625;;
051211;0000;;25,0791;;
051212;0000;;24,0583;;
051213;0000;;23,6863;;
051214;0000;;19,3666;;
051215;0000;;21,6791;;
051216;0000;;28,1875;;
051217;0000;;36,4625;;
051218;0000;;35,3458;;
051219;0000;;34,9791;;
051220;0000;;31,8666;;
051221;0000;;24,1958;;
051222;0000;;28,4375;;
051223;0000;;29,0916;;
051224;0000;;32,2333;;
051225;0000;;30,6416;;
051226;0000;;27,0708;;
051227;0000;;20,6958;;
051228;0000;;29,5083;;
051229;0000;;22,9666;;
051230;0000;;20,4333;;
051231;0000;;26,3125;;
060101;0000;;29,5208;;
060102;0000;;30,6583;;
060103;0000;;36,8041;;
060104;0000;;27,3174;;
060105;0000;;28,2541;;
060106;0000;;37,2999;;
060107;0000;;36,2625;;
060108;0000;;42,3749;;
060109;0000;;53,4583;;
060110;0000;;43,7291;;
060111;0000;;42,7833;;
060112;0000;;60,2166;;
060113;0000;;67,7416;;
060114;0000;;39,4458;;
060115;0000;;54,4625;;
060116;0000;;60,9457;;
060117;0000;;44,9374;;
060118;0000;;39,0499;;
060119;0000;;25,25;;
060120;0000;;37,9583;;
060121;0000;;38,0125;;
060122;0000;;38,5541;;
060123;0000;;52,1416;;
060124;0000;;46,5125;;
060125;0000;;48,7083;;
060126;0000;;42,0708;;
060127;0000;;37,2499;;
060128;0000;;33,3208;;
060129;0000;;36,7625;;
060130;0000;;26,5791;;
060131;0000;;26,6833;;
060201;0000;;24,4261;;
060202;0000;;19,9041;;
060203;0000;;26,3333;;
060204;0000;;23,9083;;
060205;0000;;36,3708;;
060206;0000;;28,2708;;
060207;0000;;29,9083;;
060208;0000;;41,6791;;
060209;0000;;48,2999;;
060210;0000;;38,9666;;
060211;0000;;35,3916;;
060212;0000;;28,6416;;
060213;0000;;26,3041;;
060214;0000;;30,1666;;
060215;0000;;30,3666;;
060216;0000;;30,9625;;
060217;0000;;38,2833;;
060218;0000;;26,4583;;
060219;0000;;19,8541;;
060220;0000;;22,9913;;
060221;0000;;31,2542;;
060222;0000;;51,8875;;
060223;0000;;45,4417;;
060224;0000;;42,475;;
060225;0000;;31,6708;;
060226;0000;;35,1083;;
060227;0000;;39,5583;;
060228;0000;;41,3624;;
060301;0000;;28,9417;;
060302;0000;;29,6708;;
060303;0000;;44,7499;;
060304;0000;;39,2291;;
060305;0000;;18,7917;;
060306;0000;;25,55;;
060307;0000;;26,8666;;
060308;0000;;38,3173;;
060309;0000;;40,9541;;
060310;0000;;37,7458;;
060311;0000;;44,7583;;
060312;0000;;35,6292;;
060313;0000;;34,5624;;
060314;0000;;34,3124;;
060315;0000;;44,9291;;
060316;0000;;47,5249;;
060317;0000;;57,8416;;
060318;0000;;63,3166;;
060319;0000;;37,1333;;
060320;0000;;39,2166;;
060321;0000;;33,7916;;
060322;0000;;41,1458;;
060323;0000;;44,7333;;
060324;0000;;67,4916;;
060325;0000;;63,6833;;
060326;0000;;51,3999;;
060327;0000;;64,3041;;
060328;0000;;50,4207;;
060329;0000;;47,3999;;
060330;0000;;31,5416;;
060331;0000;;38,4125;;
060401;0000;;55,0208;;
060402;0000;;47,9125;;
060403;0000;;39,6782;;
060404;0000;;52,2791;;
060405;0000;;63,8207;;
060406;0000;;50,9166;;
060407;0000;;32,5333;;
060408;0000;;73,0082;;
060409;0000;;40,5708;;
060410;0000;;30,6875;;
060411;0000;;30,1624;;
060412;0000;;40,0909;;
060413;0000;;24,8375;;
060414;0000;;44,4833;;
060415;0000;;39,7833;;
060416;0000;;43,7999;;
060417;0000;;53,0875;;
060418;0000;;58,3749;;
060419;0000;;55,0707;;
060420;0000;;20,2041;;
060421;0000;;36,2208;;
060422;0000;;53,8624;;
060423;0000;;50,9208;;
060424;0000;;32,1916;;
060425;0000;;52,9958;;
060426;0000;;55,9545;;
060427;0000;;32,9916;;
060428;0000;;58,6707;;
060429;0000;;64,0457;;
060430;0000;;58,0082;;
060501;0000;;29,1208;;
060502;0000;;42,5791;;
060503;0000;;52,4583;;
060504;0000;;42,025;;
060505;0000;;45,8791;;
060506;0000;;72,6249;;
060507;0000;;60,0958;;
060508;0000;;54,2625;;
060509;0000;;61,1874;;
060510;0000;;76,4086;;
060511;0000;;61,8458;;
060512;0000;;77,9583;;
060513;0000;;91,1957;;
060514;0000;;81,3041;;
060515;0000;;67,5499;;
060516;0000;;45,4625;;
060517;0000;;32,9125;;
060518;0000;;34,9208;;
060519;0000;;77,4498;;
060520;0000;;97,6415;;
060521;0000;;97,1624;;
060522;0000;;97,6166;;
060523;0000;;92,8082;;
060524;0000;;72,9664;;
060525;0000;;25,3833;;
060526;0000;;18,6917;;
060527;0000;;38,7083;;
060528;0000;;26,1541;;
060529;0000;;32,2739;;
060530;0000;;46,1625;;
060531;0000;;49,9;;
060601;0000;;68,8999;;
060602;0000;;62,3291;;
060603;0000;;47,4457;;
060604;0000;;43,825;;
060605;0000;;55,4416;;
060606;0000;;23,3958;;
060607;0000;;24,8375;;
060608;0000;;20,5833;;
060609;0000;;26,0833;;
060610;0000;;38,15;;
060611;0000;;47,0624;;
060612;0000;;54,1874;;
060613;0000;;67,7333;;
060614;0000;;66,8374;;
060615;0000;;71,2791;;
060616;0000;;55,7666;;
060617;0000;;31,725;;
060618;0000;;31,9041;;
060619;0000;;31,6;;
060620;0000;;27,7375;;
060621;0000;;41,4708;;
060622;0000;;65,5916;;
060623;0000;;58,6291;;
060624;0000;;45,8249;;
060625;0000;;41,5791;;
060626;0000;;56,9999;;
060627;0000;;49,2124;;
060628;0000;;40,3792;;
060629;0000;;58,3541;;
060630;0000;;60,2333;;
060701;0000;;67,1458;;
060702;0000;;38,2708;;
060703;0000;;54,1249;;
060704;0000;;50,4869;;
060705;0000;;37,2041;;
060706;0000;;24,2166;;
060707;0000;;28,3833;;
060708;0000;;22,0208;;
060709;0000;;27,0042;;
060710;0000;;40,5874;;
060711;0000;;23,1041;;
060712;0000;;12,3875;;
060713;0000;;16,6791;;
060714;0000;;46,2124;;
060715;0000;;58,3583;;
060716;0000;;54,2249;;
060717;0000;;69,7999;;
060718;0000;;62,1166;;
060719;0000;;55,3916;;
060720;0000;;45,6458;;
060721;0000;;34,4458;;
060722;0000;;25,9083;;
060723;0000;;21,9916;;
060724;0000;;23,5458;;
060725;0000;;20,1541;;
060726;0000;;19,9041;;
060727;0000;;16,7166;;
060728;0000;;29,0791;;
060729;0000;;42,9416;;
060730;0000;;44,7374;;
060731;0000;;50,4249;;
060801;0000;;65,9458;;
060802;0000;;48,7041;;
060803;0000;;51,5666;;
060804;0000;;37,45;;
060805;0000;;42,6291;;
060806;0000;;28,4208;;
060807;0000;;27,9041;;
060808;0000;;28,5166;;
060809;0000;;24,0833;;
060810;0000;;45,5875;;
060811;0000;;39,6375;;
060812;0000;;38,2583;;
060813;0000;;33,4;;
060814;0000;;19,6416;;
060815;0000;;27,5833;;
060816;0000;;32,3583;;
060817;0000;;36,1583;;
060818;0000;;62,9333;;
060819;0000;;60,7957;;
060820;0000;;48,4208;;
060821;0000;;40,9958;;
060822;0000;;42,5291;;
060823;0000;;31,1875;;
060824;0000;;36,8124;;
060825;0000;;32,9666;;
060826;0000;;22,8541;;
060827;0000;;29,0583;;
060828;0000;;37,2833;;
060829;0000;;23,725;;
060830;0000;;30,9083;;
060831;0000;;28,925;;
060901;0000;;17,6208;;
060902;0000;;27,5166;;
060903;0000;;27,2041;;
060904;0000;;34,0958;;
060905;0000;;39,9874;;
060906;0000;;50,2791;;
060907;0000;;42,6541;;
060908;0000;;42,1958;;
060909;0000;;41,4291;;
060910;0000;;23,8167;;
060911;0000;;25,4208;;
060912;0000;;17,15;;
060913;0000;;28;;
060914;0000;;28,5416;;
060915;0000;;50,3832;;
060916;0000;;68,6582;;
060917;0000;;80,9874;;
060918;0000;;33,7125;;
060919;0000;;28,8125;;
060920;0000;;24,8416;;
060921;0000;;27,6375;;
060922;0000;;;;
060923;0000;;;;
060924;0000;;;;
060925;0000;;;;
060926;0000;;;;
060927;0000;;41,6833;;
060928;0000;;45,2666;;
060929;0000;;38,7708;;
060930;0000;;45,5791;;
061001;0000;;23,4417;;
061002;0000;;29,2458;;
061003;0000;;28,7833;;
061004;0000;;26,0625;;
061005;0000;;29,1083;;
061006;0000;;33,2416;;
061007;0000;;47,8458;;
061008;0000;;59,4124;;
061009;0000;;57,2333;;
061010;0000;;29,4291;;
061011;0000;;37,0166;;
061012;0000;;32,6708;;
061013;0000;;23,6208;;
061014;0000;;15,5583;;
061015;0000;;21,8458;;
061016;0000;;38,5583;;
061017;0000;;22,2625;;
061018;0000;;20,1125;;
061019;0000;;31,2041;;
061020;0000;;44,7541;;
061021;0000;;36,5583;;
061022;0000;;38,1916;;
061023;0000;;32,7;;
061024;0000;;28,5583;;
061025;0000;;41,6291;;
061026;0000;;32,6124;;
061027;0000;;23,5667;;
061028;0000;;19,175;;
061029;0000;;18,3542;;
061030;0000;;19,1292;;
061031;0000;;35,3124;;
061101;0000;;29,8333;;
061102;0000;;37,9541;;
061103;0000;;46,9416;;
061104;0000;;29,3291;;
061105;0000;;19,8416;;
061106;0000;;35,2083;;
061107;0000;;54,9666;;
061108;0000;;39,5458;;
061109;0000;;45,6374;;
061110;0000;;36,8124;;
061111;0000;;31,5875;;
061112;0000;;24,6166;;
061113;0000;;26,5708;;
061114;0000;;27,2916;;
061115;0000;;29,9222;;
061116;0000;;32,4416;;
061117;0000;;27,9833;;
061118;0000;;73,4833;;
061119;0000;;56,6583;;
061120;0000;;35,225;;
061121;0000;;35,9999;;
061122;0000;;48,0208;;
061123;0000;;28,0666;;
061124;0000;;41,2791;;
061125;0000;;42,1958;;
061126;0000;;35,1375;;
061127;0000;;37,2374;;
061128;0000;;41,6625;;
061129;0000;;61,6957;;
061130;0000;;31,6917;;
061201;0000;;27,575;;
061202;0000;;33,5916;;
061203;0000;;31,8458;;
061204;0000;;36,2166;;
061205;0000;;45,5875;;
061206;0000;;;;
061207;0000;;;;
061208;0000;;23,7208;;
061209;0000;;34,0375;;
061210;0000;;29,0791;;
061211;0000;;26,5333;;
061212;0000;;25,1791;;
061213;0000;;16,7458;;
061214;0000;;20,625;;
061215;0000;;22,3208;;
061216;0000;;23,1625;;
061217;0000;;24,5375;;
061218;0000;;34,6958;;
061219;0000;;39,4625;;
061220;0000;;37,9874;;
061221;0000;;34,0583;;
061222;0000;;37,5916;;
061223;0000;;27,2;;
061224;0000;;23,1708;;
061225;0000;;23,2708;;
061226;0000;;37,0833;;
061227;0000;;37,6208;;
061228;0000;;57,1124;;
061229;0000;;55,6708;;
061230;0000;;37,3416;;
061231;0000;;20,9791;;
070101;0000;;25,5458;;
070102;0000;;40,9749;;
070103;0000;;47,5958;;
070104;0000;;46,8083;;
070105;0000;;55,0082;;
070106;0000;;39,5416;;
070107;0000;;25,1208;;
070108;0000;;28,7208;;
070109;0000;;26,3;;
070110;0000;;28,475;;
070111;0000;;45,7083;;
070112;0000;;62,0582;;
070113;0000;;46,1749;;
070114;0000;;36,075;;
070115;0000;;42,0458;;
070116;0000;;56,6499;;
070117;0000;;34,2842;;
070118;0000;;34,2041;;
070119;0000;;22,9541;;
070120;0000;;28,6166;;
070121;0000;;20,9125;;
070122;0000;;25,5583;;
070123;0000;;28,6583;;
070124;0000;;32,5708;;
070125;0000;;31,7666;;
070126;0000;;42,9;;
070127;0000;;35,7291;;
070128;0000;;28,5875;;
070129;0000;;30,6375;;
070130;0000;;49,6666;;
070131;0000;;45,0833;;
070201;0000;;48,9583;;
070202;0000;;49,3636;;
070203;0000;;21,6917;;
070204;0000;;23,3792;;
070205;0000;;16,0375;;
070206;0000;;24,4083;;
070207;0000;;39,2125;;
070208;0000;;41,1833;;
070209;0000;;49,5541;;
070210;0000;;39,0291;;
070211;0000;;29,1166;;
070212;0000;;36,8458;;
070213;0000;;26,4;;
070214;0000;;31,5541;;
070215;0000;;23,8416;;
070216;0000;;18,575;;
070217;0000;;23,7291;;
070218;0000;;29,575;;
070219;0000;;31,7083;;
070220;0000;;27,65;;
070221;0000;;32,0499;;
070222;0000;;34,1499;;
070223;0000;;37,6833;;
070224;0000;;52,2208;;
070225;0000;;34,5875;;
070226;0000;;36,4249;;
070227;0000;;32,4666;;
070228;0000;;44,3375;;
070301;0000;;44,6791;;
070302;0000;;58,4458;;
070303;0000;;47,3833;;
070304;0000;;43,3583;;
070305;0000;;49,075;;
070306;0000;;34,6458;;
070307;0000;;30,425;;
070308;0000;;32,0583;;
070309;0000;;39,7499;;
070310;0000;;56,3374;;
070311;0000;;34,6333;;
070312;0000;;36,3916;;
070313;0000;;19,1292;;
070314;0000;;23,3916;;
070315;0000;;25,7292;;
070316;0000;;34,4791;;
070317;0000;;46,4749;;
070318;0000;;31,8583;;
070319;0000;;42,8833;;
070320;0000;;38,9791;;
070321;0000;;35,9;;
070322;0000;;32,7374;;
070323;0000;;41,9457;;
070324;0000;;45,5125;;
070325;0000;;29,5875;;
070326;0000;;35,725;;
070327;0000;;33,3208;;
070328;0000;;45,0166;;
070329;0000;;49,5666;;
070330;0000;;75,6416;;
070331;0000;;46,2374;;
070401;0000;;31,5166;;
070402;0000;;40,6208;;
070403;0000;;46,2333;;
070404;0000;;52,825;;
070405;0000;;43,8958;;
070406;0000;;38,0458;;
070407;0000;;54,3041;;
070408;0000;;52,7333;;
070409;0000;;31,2;;
070410;0000;;30,0875;;
070411;0000;;46,3916;;
070412;0000;;45,0499;;
070413;0000;;35,725;;
